City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
377,saint croix,17.7397,-64.7388,88.25,74,40,20.71,VI,Mon Dec 11 10:59:27 2023
378,mossel bay,-34.1831,22.146,75.13,68,0,7.67,ZA,Mon Dec 11 10:59:28 2023
379,manggar,-2.8833,108.2667,80.46,82,37,2.57,ID,Mon Dec 11 10:59:28 2023
380,alice springs,-23.7,133.8833,56.75,58,0,8.05,AU,Mon Dec 11 10:59:28 2023
381,tambacounda,13.7539,-13.7586,98.65,18,0,6.91,SN,Mon Dec 11 10:59:28 2023
382,chulakkurgan,43.765,69.1814,9.1,45,81,14.92,KZ,Mon Dec 11 10:59:28 2023
383,bayanhongor,46.7167,100.1167,-1.61,93,100,3.33,MN,Mon Dec 11 10:59:29 2023
384,tsiombe,-25.3,45.4833,80.47,70,97,6.38,MG,Mon Dec 11 10:59:29 2023
385,virginia,37.5481,-77.4467,45.03,84,20,13.8,US,Mon Dec 11 10:59:29 2023
386,manado,1.487,124.8455,77.77,100,40,0.0,ID,Mon Dec 11 10:59:29 2023
387,kalabo,-14.97,22.6814,84.16,41,100,1.03,ZM,Mon Dec 11 10:59:29 2023
388,visby,57.6409,18.296,32.22,93,75,10.36,SE,Mon Dec 11 10:59:29 2023
389,sesheke,-17.4759,24.2968,85.86,37,100,2.21,ZM,Mon Dec 11 10:59:29 2023
390,yemva,62.59,50.8594,2.68,86,100,12.59,RU,Mon Dec 11 10:59:30 2023
391,kattivakkam,13.2167,80.3167,78.89,72,16,11.59,IN,Mon Dec 11 10:59:30 2023
392,gunjur,13.2019,-16.7339,93.27,24,5,10.36,GM,Mon Dec 11 10:59:30 2023
393,adis zemen,12.1167,37.7833,64.85,45,40,1.68,ET,Mon Dec 11 10:59:30 2023
394,ishpeming,46.4885,-87.6676,26.37,86,42,6.4,US,Mon Dec 11 10:59:30 2023
395,paveh,35.0434,46.3565,49.64,45,100,3.58,IR,Mon Dec 11 10:59:31 2023
396,melekeok village,7.4957,134.6367,82.36,78,34,11.97,PW,Mon Dec 11 10:59:31 2023
397,pisco,-13.7,-76.2167,73.02,78,0,10.36,PE,Mon Dec 11 10:59:31 2023
398,rethymno,35.3647,24.4714,61.2,78,79,8.39,GR,Mon Dec 11 10:59:31 2023
399,parshadepur,26.0833,81.5167,62.78,32,0,3.29,IN,Mon Dec 11 10:59:31 2023
400,yarmouth,41.7057,-70.2286,46.54,96,100,21.0,US,Mon Dec 11 10:59:32 2023
401,meadow lakes,61.6247,-149.6011,38.64,75,100,16.11,US,Mon Dec 11 10:59:32 2023
402,khamis mushait,18.3064,42.7292,65.01,55,0,9.22,SA,Mon Dec 11 10:59:32 2023
403,orcopampa,-15.2661,-72.3417,51.64,75,100,3.53,PE,Mon Dec 11 10:59:32 2023
404,iskateley,67.6803,53.1512,2.01,94,100,21.0,RU,Mon Dec 11 10:59:32 2023
405,pariaman,-0.619,100.12,82.45,86,100,2.95,ID,Mon Dec 11 10:59:32 2023
406,ore,6.7457,4.8775,95.14,27,6,0.87,NG,Mon Dec 11 10:59:32 2023
407,ciudad lazaro cardenas,17.9583,-102.2,81.63,57,98,10.83,MX,Mon Dec 11 10:58:55 2023
408,dakhla,23.6848,-15.958,80.62,21,53,8.05,EH,Mon Dec 11 10:59:33 2023
409,motilla del palancar,39.5709,-1.9068,55.6,80,92,1.99,ES,Mon Dec 11 10:59:33 2023
410,srivardhan,18.0333,73.0167,77.32,73,5,5.68,IN,Mon Dec 11 10:59:33 2023
411,coahuayana de hidalgo,18.7,-103.6583,82.44,52,99,4.05,MX,Mon Dec 11 10:59:33 2023
412,val-d'or,48.1002,-77.7828,19.49,79,100,10.36,CA,Mon Dec 11 10:58:52 2023
413,cabedelo,-6.9811,-34.8339,86.67,58,26,13.49,BR,Mon Dec 11 10:59:34 2023
414,el abiodh sidi cheikh,32.893,0.5484,69.96,18,2,7.11,DZ,Mon Dec 11 10:59:20 2023
415,cariamanga,-4.3333,-79.55,74.21,41,30,3.13,EC,Mon Dec 11 10:59:34 2023
416,bani walid,31.7566,13.9942,60.91,52,0,11.61,LY,Mon Dec 11 10:59:34 2023
417,beaufort west,-32.3567,22.583,81.75,12,0,12.24,ZA,Mon Dec 11 10:59:34 2023
418,rosario oeste,-14.8361,-56.4275,94.46,43,96,6.67,BR,Mon Dec 11 10:59:34 2023
419,the pas,53.8251,-101.2541,19.42,68,100,23.02,CA,Mon Dec 11 10:59:35 2023
420,nelson,-41.2833,173.2833,49.69,72,78,12.57,NZ,Mon Dec 11 10:59:35 2023
421,formosa,-26.1775,-58.1781,88.97,63,40,9.22,AR,Mon Dec 11 10:59:35 2023
422,colchani,-20.3,-66.9333,63.9,37,91,8.32,BO,Mon Dec 11 10:59:35 2023
423,port lincoln,-34.7333,135.8667,60.78,89,44,2.44,AU,Mon Dec 11 10:59:35 2023
424,berezovyy,51.6667,135.7,-11.67,69,1,5.82,RU,Mon Dec 11 10:59:35 2023
425,guines,50.8671,1.8703,51.67,86,5,13.51,FR,Mon Dec 11 10:59:35 2023
426,guerrero negro,27.9769,-114.0611,64.53,46,93,1.48,MX,Mon Dec 11 10:59:35 2023
427,gadzhiyevo,69.2551,33.3362,8.73,90,91,16.51,RU,Mon Dec 11 10:59:36 2023
428,manokwari,-0.8667,134.0833,80.06,85,59,11.36,ID,Mon Dec 11 10:59:36 2023
429,gulf shores,30.246,-87.7008,49.05,65,0,9.22,US,Mon Dec 11 10:59:36 2023
430,skagen,57.7209,10.5839,37.26,87,100,24.29,DK,Mon Dec 11 10:59:36 2023
431,ishigaki,24.3448,124.1572,73.53,100,100,2.3,JP,Mon Dec 11 10:59:36 2023
432,najran,17.4924,44.1277,66.85,23,45,5.5,SA,Mon Dec 11 10:59:36 2023
433,ilebo,-4.3167,20.5833,78.78,87,98,2.84,CD,Mon Dec 11 10:59:36 2023
434,eyl,7.9803,49.8164,78.13,72,51,23.6,SO,Mon Dec 11 10:59:37 2023
435,box elder,41.5005,-112.8764,30.25,53,97,3.2,US,Mon Dec 11 10:59:37 2023
436,hammerfest,70.6634,23.6821,28.85,93,75,10.36,NO,Mon Dec 11 10:59:37 2023
437,saldanha,-33.0117,17.9442,73.45,75,0,21.0,ZA,Mon Dec 11 10:59:37 2023
438,burutu,5.3509,5.5076,84.4,65,72,3.36,NG,Mon Dec 11 10:59:37 2023
439,yung shue wan,22.2333,114.1167,75.31,87,2,0.74,HK,Mon Dec 11 10:59:37 2023
440,vila velha,-20.3297,-40.2925,85.95,76,75,9.22,BR,Mon Dec 11 10:59:38 2023
441,nova vicosa,-17.8919,-39.3719,85.64,59,34,18.43,BR,Mon Dec 11 10:59:38 2023
442,vernon,50.2581,-119.2691,37.29,94,96,2.3,CA,Mon Dec 11 10:51:54 2023
443,vieux-habitants,16.0589,-61.7659,78.37,75,20,12.91,GP,Mon Dec 11 10:59:38 2023
444,sihanoukville,10.6093,103.5296,78.75,94,20,3.44,KH,Mon Dec 11 10:59:38 2023
445,cumbal,0.9088,-77.7915,52.88,87,75,9.22,CO,Mon Dec 11 10:59:38 2023
446,minas de marcona,-15.2119,-75.1103,71.22,58,100,10.98,PE,Mon Dec 11 10:59:38 2023
447,inhambane,-23.865,35.3833,84.18,88,75,16.11,MZ,Mon Dec 11 10:59:38 2023
448,kolonia,50.9333,6.95,51.42,84,100,11.5,DE,Mon Dec 11 10:59:39 2023
449,vilhena,-12.7406,-60.1458,82.62,78,40,8.05,BR,Mon Dec 11 10:56:36 2023
450,island harbour,50.724,-1.2758,53.67,87,7,7.94,GB,Mon Dec 11 10:59:39 2023
451,marquette,46.5333,-87.6335,26.67,80,47,5.01,US,Mon Dec 11 10:59:39 2023
452,lagunas,-5.2269,-75.6753,94.3,46,9,3.15,PE,Mon Dec 11 10:59:39 2023
453,kloulklubed,7.0419,134.2556,83.3,75,20,13.2,PW,Mon Dec 11 10:59:39 2023
454,mezhdurechensk,53.6942,88.0603,-15.77,99,36,0.83,RU,Mon Dec 11 10:57:59 2023
455,kristiansund,63.1115,7.732,29.05,74,0,3.44,NO,Mon Dec 11 10:59:40 2023
456,pedro ii,-4.4247,-41.4586,92.19,28,85,8.72,BR,Mon Dec 11 10:59:40 2023
457,roma,43.2128,-75.4557,36.37,92,100,13.8,US,Mon Dec 11 10:59:40 2023
458,live oak,36.9836,-121.9805,55.33,65,0,3.44,US,Mon Dec 11 10:59:40 2023
459,agadez,19.75,10.25,69.94,29,0,14.41,NE,Mon Dec 11 10:59:40 2023
460,alesund,62.4723,6.1549,34.75,84,0,9.22,NO,Mon Dec 11 10:59:40 2023
461,flying fish cove,-10.4217,105.6791,76.68,83,40,6.91,CX,Mon Dec 11 10:59:40 2023
462,barry,51.4067,-3.2694,51.96,85,75,2.3,GB,Mon Dec 11 10:59:40 2023
463,hotan,37.0997,79.9269,35.83,31,100,1.92,CN,Mon Dec 11 10:59:41 2023
464,talca,-35.4333,-71.6667,79.47,29,0,3.49,CL,Mon Dec 11 10:59:41 2023
465,pakuranga,-36.8833,174.9167,60.46,65,75,20.71,NZ,Mon Dec 11 10:59:41 2023
466,emerald,-23.5333,148.1667,74.34,68,100,13.62,AU,Mon Dec 11 10:59:41 2023
467,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,13.8,EC,Mon Dec 11 10:59:41 2023
468,nguigmi,14.2495,13.1092,76.98,21,0,11.56,NE,Mon Dec 11 10:59:41 2023
469,port hueneme,34.1478,-119.1951,67.21,27,40,0.0,US,Mon Dec 11 10:56:07 2023
470,tucuma,-0.1833,-50.05,86.02,68,50,9.1,BR,Mon Dec 11 10:59:41 2023
471,santiago de cuba,20.0247,-75.8219,89.69,51,87,0.51,CU,Mon Dec 11 10:59:42 2023
472,mkushi,-13.6202,29.3939,78.76,46,99,2.8,ZM,Mon Dec 11 10:59:42 2023
473,siem reap,13.5,104.0,78.28,76,100,3.06,KH,Mon Dec 11 10:59:42 2023
474,codrington,-38.2667,141.9667,59.68,92,100,14.27,AU,Mon Dec 11 10:59:42 2023
475,toungo,8.1167,12.05,87.49,17,20,5.91,NG,Mon Dec 11 10:59:42 2023
476,quesnel,52.9999,-122.5029,25.3,93,100,0.0,CA,Mon Dec 11 10:59:42 2023
477,lerwick,60.1545,-1.1494,41.0,78,100,9.84,GB,Mon Dec 11 10:59:42 2023
478,okhotsk,59.3833,143.3,12.88,92,100,19.77,RU,Mon Dec 11 10:59:43 2023
479,dalai,45.5,124.3,-3.8,93,100,3.18,CN,Mon Dec 11 10:54:56 2023
480,igoumenitsa,39.5039,20.2656,56.86,70,75,1.9,GR,Mon Dec 11 10:59:43 2023
481,morehead city,34.7229,-76.726,48.04,74,75,16.11,US,Mon Dec 11 10:59:43 2023
482,east end,34.5507,-92.341,46.67,70,5,1.01,US,Mon Dec 11 10:59:43 2023
483,paracin,43.8608,21.4078,43.0,78,23,4.92,RS,Mon Dec 11 10:59:44 2023
484,betioky,-23.7167,44.3833,85.96,42,93,9.82,MG,Mon Dec 11 10:59:44 2023
485,hinatuan,8.3722,126.3342,77.07,90,59,4.34,PH,Mon Dec 11 10:59:44 2023
486,sinop,41.7711,34.8709,46.83,76,98,2.51,TR,Mon Dec 11 10:59:44 2023
487,newman,37.3138,-121.0208,34.14,62,11,3.47,US,Mon Dec 11 10:56:33 2023
488,hovd,48.0056,91.6419,1.35,78,97,2.15,MN,Mon Dec 11 10:59:44 2023
489,naryn,41.4287,75.9911,18.73,80,96,4.38,KG,Mon Dec 11 10:59:44 2023
490,bor,56.3567,44.0669,12.13,94,100,14.97,RU,Mon Dec 11 10:59:45 2023
491,geraldton,-28.7667,114.6,64.81,82,0,6.91,AU,Mon Dec 11 10:59:45 2023
492,hamilton,39.1834,-84.5333,35.65,79,99,4.0,US,Mon Dec 11 10:59:45 2023
493,krasnokamensk,50.0979,118.0369,-30.21,99,23,1.57,RU,Mon Dec 11 10:59:45 2023
494,sumberpucung,-8.1586,112.4829,71.85,94,92,1.14,ID,Mon Dec 11 10:59:45 2023
495,doka,13.5167,35.7667,86.4,20,80,7.78,SD,Mon Dec 11 10:59:45 2023
496,goondiwindi,-28.55,150.3167,69.53,64,13,12.3,AU,Mon Dec 11 10:59:46 2023
497,kassala,15.451,36.4,89.02,22,56,8.7,SD,Mon Dec 11 10:59:46 2023
498,tofol,5.3248,163.0078,81.91,81,74,14.12,FM,Mon Dec 11 10:59:46 2023
499,rio grande,-32.035,-52.0986,80.71,75,27,13.98,BR,Mon Dec 11 10:59:46 2023
500,al ghayzah,16.2079,52.176,77.09,48,4,6.4,YE,Mon Dec 11 10:59:46 2023
501,belmonte,-15.8631,-38.8828,84.85,55,73,10.71,BR,Mon Dec 11 10:59:47 2023
502,qaisumah,28.3112,46.1273,75.16,22,0,4.61,SA,Mon Dec 11 10:59:47 2023
503,gavrilov-yam,57.3018,39.8533,15.64,91,100,15.14,RU,Mon Dec 11 10:59:47 2023
504,misratah,32.3754,15.0925,66.96,62,0,19.37,LY,Mon Dec 11 10:59:47 2023
505,prince george,53.9166,-122.753,22.44,94,100,0.0,CA,Mon Dec 11 10:59:47 2023
506,pangoa,-12.1167,-73.0,84.81,63,11,3.44,PE,Mon Dec 11 10:59:47 2023
507,haenam,34.5711,126.5989,54.01,96,95,9.6,KR,Mon Dec 11 10:59:47 2023
508,luis correia,-2.8792,-41.6669,89.6,51,20,20.71,BR,Mon Dec 11 10:59:48 2023
509,fauske,67.2588,15.3918,25.77,81,10,7.27,NO,Mon Dec 11 10:59:48 2023
510,severnoye,56.3491,78.3619,-19.01,93,12,11.01,RU,Mon Dec 11 10:59:48 2023
511,igarka,67.4667,86.5833,-11.97,99,100,8.97,RU,Mon Dec 11 10:59:48 2023
512,kita,13.0349,-9.4895,95.05,8,4,3.65,ML,Mon Dec 11 10:59:48 2023
513,tongchuan,35.0806,109.0897,33.78,99,99,1.95,CN,Mon Dec 11 10:59:48 2023
514,mariehamn,60.0973,19.9348,30.06,86,100,8.05,AX,Mon Dec 11 10:59:48 2023
515,cajabamba,-7.6167,-78.05,68.99,51,16,5.75,PE,Mon Dec 11 10:59:49 2023
516,al kharijah,25.4514,30.5464,67.71,29,1,9.42,EG,Mon Dec 11 10:59:49 2023
517,korla,41.7597,86.1469,28.96,52,95,2.66,CN,Mon Dec 11 10:59:49 2023
518,santa elena de uairen,4.6167,-61.1333,85.3,42,86,4.21,VE,Mon Dec 11 10:59:49 2023
519,hegang,47.4,130.3667,-16.15,93,51,3.24,CN,Mon Dec 11 10:59:49 2023
520,kamloops,50.6665,-120.3192,36.57,91,100,2.3,CA,Mon Dec 11 10:59:23 2023
521,sault ste. marie,46.5168,-84.3333,25.36,72,100,0.0,CA,Mon Dec 11 10:55:16 2023
522,shubarkuduk,49.1447,56.4872,-5.78,72,6,18.63,KZ,Mon Dec 11 10:59:49 2023
523,urucara,-2.5364,-57.76,79.21,92,100,0.72,BR,Mon Dec 11 10:59:50 2023
524,abay,49.6311,72.8539,-18.02,86,100,16.93,KZ,Mon Dec 11 10:59:50 2023
525,mannarakkat,10.9833,76.4667,79.88,91,67,3.96,IN,Mon Dec 11 10:59:50 2023
526,boguchany,58.3814,97.4531,-27.15,99,84,1.99,RU,Mon Dec 11 10:59:50 2023
527,sisimiut,66.9395,-53.6735,31.1,72,100,27.16,GL,Mon Dec 11 10:59:50 2023
528,northam,51.0333,-4.2167,53.26,94,23,10.31,GB,Mon Dec 11 10:59:50 2023
529,delvada,20.7667,71.0333,73.27,56,34,1.5,IN,Mon Dec 11 10:59:50 2023
530,macau,22.2006,113.5461,77.72,88,20,3.44,MO,Mon Dec 11 10:59:50 2023
531,inyonga,-6.7167,32.0667,69.66,89,100,2.24,TZ,Mon Dec 11 10:59:51 2023
532,villanueva,15.3167,-88.0,74.39,100,100,0.0,HN,Mon Dec 11 10:59:51 2023
533,tarfaya,27.9358,-12.9218,74.98,44,2,8.39,MA,Mon Dec 11 10:59:51 2023
534,miguelopolis,-20.1794,-48.0319,80.42,46,86,4.79,BR,Mon Dec 11 10:59:51 2023
535,tianchang,37.9981,114.0156,22.69,97,100,1.07,CN,Mon Dec 11 10:59:51 2023
536,bereznik,62.8551,42.7072,9.66,93,100,9.64,RU,Mon Dec 11 10:59:51 2023
537,coxen hole,16.3244,-86.5366,79.88,78,75,8.05,HN,Mon Dec 11 10:55:26 2023
538,copala,16.65,-98.9833,82.15,63,84,1.43,MX,Mon Dec 11 10:59:51 2023
539,kadnikov,59.5022,40.338,14.02,90,100,12.08,RU,Mon Dec 11 10:59:52 2023
540,cole harbour,44.6724,-63.4751,58.39,92,100,18.41,CA,Mon Dec 11 10:59:52 2023
541,dorohoi,47.95,26.4,34.97,88,98,4.56,RO,Mon Dec 11 10:59:52 2023
542,nasiriyah,31.0521,46.261,73.42,26,53,2.28,IQ,Mon Dec 11 10:59:52 2023
543,tortoli,39.9256,9.6572,67.82,21,0,9.22,IT,Mon Dec 11 10:59:52 2023
544,antigonish,45.6169,-61.9986,60.98,84,100,13.0,CA,Mon Dec 11 10:56:40 2023
545,kashary,49.04,41.0056,28.38,95,100,21.74,RU,Mon Dec 11 10:59:52 2023
546,novodvinsk,64.4165,40.8122,4.78,93,100,7.92,RU,Mon Dec 11 10:59:53 2023
547,new plymouth,-39.0667,174.0833,55.81,76,84,17.54,NZ,Mon Dec 11 10:59:53 2023
548,somerset,40.5668,-74.5496,45.1,75,75,11.99,US,Mon Dec 11 10:59:17 2023
549,galliano,29.4422,-90.2992,52.0,46,0,10.36,US,Mon Dec 11 10:59:53 2023
550,colonia,50.9333,6.95,51.42,84,100,11.5,DE,Mon Dec 11 10:59:39 2023
551,shiqian,27.5225,108.2281,45.88,87,100,3.65,CN,Mon Dec 11 10:59:53 2023
552,chateauroux,46.8167,1.7,57.2,94,75,16.11,FR,Mon Dec 11 10:59:53 2023
553,chimoio,-19.1164,33.4833,79.09,73,56,7.96,MZ,Mon Dec 11 10:59:53 2023
554,yuzhno-kurilsk,44.0306,145.8556,33.37,76,68,5.44,RU,Mon Dec 11 10:59:53 2023
555,vuktyl,63.8567,57.3094,-10.89,93,100,11.01,RU,Mon Dec 11 10:59:54 2023
556,ugoofaaru,5.6667,73.0,82.38,77,57,5.46,MV,Mon Dec 11 10:59:54 2023
557,porto franco,-6.3383,-47.3992,87.26,62,98,5.41,BR,Mon Dec 11 10:59:54 2023
558,jayapura,-2.5333,140.7,81.79,91,76,9.66,ID,Mon Dec 11 10:59:54 2023
559,port saint john's,-31.6229,29.5448,72.07,80,99,9.31,ZA,Mon Dec 11 10:59:54 2023
560,bengkulu,-3.8004,102.2655,75.67,94,73,3.65,ID,Mon Dec 11 10:59:54 2023
561,belen,36.4891,36.2233,50.4,100,94,6.93,TR,Mon Dec 11 10:59:54 2023
562,matadi,-5.8167,13.45,87.26,69,98,2.28,CD,Mon Dec 11 10:59:55 2023
563,sedalia,38.7045,-93.2283,41.76,40,4,12.66,US,Mon Dec 11 10:59:55 2023
564,howard springs,-12.497,131.047,78.82,94,30,4.81,AU,Mon Dec 11 10:59:55 2023
565,obo,5.3998,26.4869,82.78,44,83,3.94,CF,Mon Dec 11 10:59:55 2023
